Ano,title,Rating,Duração,Taxa_Liked_Watched,Id,atributos
2011,‘Histórias Que Só Existem Quando Lembradas’,3.8,98,0.21,294,"Found Memories Julia Murat Each citizen of Jotuomba plays an integral role in village life. Madalena is responsible for baking bread; each morning she stacks her rolls as Antonio prepares the coffee. The two share a morning ritual of arguments and insults, followed by an amicable cup of coffee on the bench outside Antonio’s shop. At midday the church bells ring, summoning the villagers to mass. In the early evening, they all share a meal together. And so life proceeds in Jotuomba, the days languidly drifting into one another; the only variations seem to be in the weather. But, one day Rita arrives looking for a place to stay. × drama -- --"
1977,"‘Lúcio Flávio, o Passageiro da Agonia’",3.7,125,0.17,295,"Lúcio Flávio, the Passenger of the Agony Héctor Babenco History of a famous Brazilian bandit of the early seventies and his fight against a death squad. crime drama --"
1995,‘Menino Maluquinho: O Filme’,3.1,83,0.07,296,"The Nutty Boy Helvécio Ratton The principal character in Helvécio Ratton’s delightful film has been adapted from a book and comic created by the Brazilian cartoonist Ziraldo, and tells the tale of a happy-go-lucky 10-year-old child growing up in a city in the 60s. comedy adventure family"
2018,‘O Segredo de Davi’,2.9,112,0.13,297,"My Dead Ones Diego Freitas Davi is a shy film student who hides a dark past. When visiting his neighbor Maria, a forgotten instinct comes to light and he commits his first murder. The next morning, to Davi’s surprise, Maria reappears in his apartment and begins to influence the boy to follow a journey of crimes that will reveal his true nature: of a serial killer. horror drama crime"
2010,‘Nosso Lar’,2.8,103,0.07,298,"Astral City: A Spiritual Journey Wagner de Assis The selfish Dr. André Luiz dies and awakes in the limbo called “Umbral”. After a painful period in the gruesome swamp, he is rescued and brought in a white light to “Nosso Lar” (meaning “Our Home”). He finds a place of harmony, where people live in peace awaiting drama -- --"
1959,‘O Poeta do Castelo’,4.0,11,0.27,299,"The Poet of the Castle Joaquim Pedro de Andrade A 10-minute portrait of modernist poet and de Andrade’s godfather, Manuel Bandeira, is clear in its affection for it subject, though like many New-Waveish films of the time, depicts the modern urban landscape as an ominous and alienating force. documentary -- --"
2015,‘Quem Matou Eloá?’,4.1,24,0.15,300,"Who Killed Eloá? Lívia Perez In 2008, a young man broke into his ex-girlfriend’s apartment, holding her and her friend hostage at gunpoint for five days. The so-called “crime of passion” was covered live and rabidly followed like a perverse telenovela. This film’s pointed analysis of the Brazilian police and media’s sensationalization of violence against women sadly explains the country’s elevated rate of femicide. documentary -- --"
2014,‘S.O.S Mulheres ao Mar’,2.8,94,0.06,301,S.O.S.: Women to the Sea Cris D’amato Recently divorced Adriana tries to get revenge on the woman who took her husband away from her by going on a European cruze along with them. romance comedy --
2001,‘Xuxa e os Duendes’,2.4,90,0.04,302,"Xuxa and the Elves Rogério Gomes Kira is a botanical with magical powers, but doesn’t know their origin, until her friend Nanda finds and elf named Damiz trapped in her room. Soon they discover that Damiz is the prince of the elves and that was hijacked by Gorgon, a greedy executive who want to buy the house where Nanda family lives. To help defeat Gorgon, Kira then decides to enter the world of elves, where she uncovers secrets from her past. fantasy family comedy"
1965,‘O Desafio’,3.8,81,0.29,303,"The Dare Paulo César Saraceni Passively facing the repression imposed by military dictatorship in Brazil in the 60s, a journalist gets into a personal crisis, aggravated by his love affair with an industrialist’s wife, who doesn’t want to leave her home because of her son drama -- --"
2014,‘O Candidato Honesto’,2.2,110,0.05,304,"The Honest Candidate Roberto Santucci João Ernesto Ribamar is a corrupt politician running for the presidency. He is in the runoff election, ahead on the polls, when he receives a “mandinga” (curse) from his grandmother, which makes him unable to lie. Now the problem begins: How to win an election by telling only the truth? comedy -- --"
2010,Um Dia na Vida,4.0,95,0.22,305,Um Dia na Vida Eduardo Coutinho The documentary tracks 19 hours of broadcasting from several brazilian TV channels making live surfing between channels. The result was edited latter. documentary -- --
2000,‘Tainá: Uma Aventura na Amazônia’,2.7,90,0.03,306,"Tainá: An Amazon Adventure Tania Lamarca A brave and bold indigenous girl, protector of her jungle and its wild life and guided by her shaman grandfather, pairs with a boy from the big city, against animal traffickers in the Amazon forest. fantasy family adventure"
2011,‘Eu Receberia as Piores Notícias dos Seus Lindos Lábios’,3.4,104,0.14,307,"I’d Receive the Worst News from Your Beautiful Lips Beto Brant Set in a small town in Pará in the heart of the Amazon, Cauby makes a living as a photographer. Soon he’ll befriend pastor Ernani’s attractive wife Lavínia and embark on an affair – a good portion of the film is dedicated to their passionate relationship. We will also learn of Lavínia’s baggage from her past – how she met her husband, her continuing love for him, and his supportive role. But when rumours of her affair with Cauby circulate, the conservative community do not look at it kindly, leading to tragedy, and their lives will never be the same afterwards… × drama -- --"
2019,De Pernas pro Ar 3,2.8,109,0.07,308,"De Pernas pro Ar 3 Julia Rezende Alice Segretto is more agitated than ever. The success of her chain of stores Sexy Delícia takes the businesswoman on a tour around the world. Working endlessly, Alice realizes that she has not been able to keep up with her family, which has also grown. Conflict sets in: how to reconcile this insane life with her family? Impetuously, Alice makes a curious decision, deciding to retire and hand over the business to her mother. But when a competitor comes up with a plan to steal the scene, Alice’s life is once again flipped legs in the air. × comedy -- --"
2012,‘O Duplo’,3.7,25,0.17,309,"Doppelgänger Juliana Rojas Silvia is a young teacher at an elementary school. One day, her class is interrupted when the students notice her double walking on the other side of the street. Silvia tries to ignore the apparition, but this strange event begins to permeate her daily life and transform her pesonality. fantasy horror --"
2020,‘Narciso em Férias’,3.6,84,0.18,310,"Narcissus Off Duty Renato Terra Brazilian singer-songwriter Caetano Veloso reflects on his imprisonment in 1968, during the military dictatorship. documentary -- --"
2015,‘Ponte Aérea’,3.2,100,0.11,311,Air Bridge Julia Rezende Bruno and Amanda have to face the difficulties of a long distance relationship after meeting in a flight forced into an emergency landing. romance drama --
2019,"Socorro, Virei uma Garota!",2.1,110,0.06,312,"Socorro, Virei uma Garota! Leandro Neri Júlio wanted to be the most popular person in school but ends up getting more than what he wished for. fantasy comedy --"
1995,"‘Carlota Joaquina, Princesa do Brazil’",3.2,100,0.09,313,"Carlota Joaquina, Princess of Brazil Carla Camurati The life of Carlota Joaquina, the Spanish infanta who met the prince of Portugal when she was only 10 years old and was immensely disappointed with her future husband. history comedy --"
2012,Tropicália,3.6,87,0.15,314,"Tropicália Marcelo Machado Set against the turbulent atmosphere of the 1960s, Tropicália is a feature length documentary exploring the Brazilian artistic movement known as tropicália, and the struggle its artists endured to protect their right to freely express revolutionary thought against the traditional brazilian music of that time. music documentary --"
1963,Porto das Caixas,3.9,80,0.32,315,"Porto das Caixas Paulo César Saraceni Irma can only think about getting rid of her cowardly dirty husband. She seeks out lovers not to commit adultery or for pleasure, but to find an accomplice to kill her husband. drama -- --"
2009,‘Divã’,3.1,90,0.06,316,"In Therapy José Alvarenga Jr. In Rio de Janeiro, the forty and something years old Mercedes (Lília Cabral) goes to the psychoanalyst and tells the story of her life since she was a girl and lost her mother. Along the three years of analysis, her life changes and she divorces from her husband Gustavo (José Mayer) and has love affairs with the younger Theo (Reynaldo Gianecchini) comedy romance drama"
